Station_ID	Record_Type	Latitude	Elevation_ft	Date	Month	SWE_Inches	SWE_Code	Snow_Depth_Inches	Snow_Depth_Code
DAN	daily	37.897	9800	1981-05-03	5	3	_		_
DAN	daily	37.897	9800	1981-05-04	5	1.5	_		_
DAN	daily	37.897	9800	1981-05-05	5	0	_		_
DAN	daily	37.897	9800	1981-05-06	5	0	_		_
DAN	daily	37.897	9800	1981-05-07	5	0	_		_
DAN	daily	37.897	9800	1981-05-08	5	0	_		_
DAN	daily	37.897	9800	1981-05-09	5	0	_		_
DAN	daily	37.897	9800	1981-05-10	5	0	_		_
DAN	daily	37.897	9800	1981-05-11	5	0	_		_
DAN	daily	37.897	9800	1981-05-12	5	0	_		_
DAN	daily	37.897	9800	1981-05-13	5	0	_		_
DAN	daily	37.897	9800	1981-05-14	5	0	_		_
DAN	daily	37.897	9800	1981-05-15	5	0	_		_
DAN	daily	37.897	9800	1981-05-16	5	0	_		_
DAN	daily	37.897	9800	1981-05-17	5	0	_		_
DAN	daily	37.897	9800	1981-05-18	5	0	_		_
DAN	daily	37.897	9800	1981-05-19	5	0	_		_
DAN	daily	37.897	9800	1981-05-20	5	0	_		_
DAN	daily	37.897	9800	1981-05-21	5	0	_		_
DAN	daily	37.897	9800	1981-05-22	5	0	_		_
DAN	daily	37.897	9800	1981-05-23	5	0	_		_
DAN	daily	37.897	9800	1981-05-24	5	0	_		_
DAN	daily	37.897	9800	1981-05-25	5	0	_		_
DAN	daily	37.897	9800	1981-05-26	5	0	_		_
DAN	daily	37.897	9800	1981-05-27	5	0	_		_
DAN	daily	37.897	9800	1981-05-28	5	0	_		_
DAN	daily	37.897	9800	1981-05-29	5	0	_		_
DAN	daily	37.897	9800	1981-05-30	5	0	_		_
DAN	daily	37.897	9800	1981-05-31	5	0	_		_
DAN	daily	37.897	9800	1981-06-01	6	0	_		_
DAN	daily	37.897	9800	1981-06-02	6	0	_		_
DAN	daily	37.897	9800	1981-06-03	6	0	_		_
DAN	daily	37.897	9800	1981-06-04	6	0	_		_
DAN	daily	37.897	9800	1981-06-05	6	0	_		_
DAN	daily	37.897	9800	1981-06-06	6	0	_		_
DAN	daily	37.897	9800	1981-06-07	6	0	_		_
DAN	daily	37.897	9800	1981-06-08	6	0	_		_
DAN	daily	37.897	9800	1981-06-09	6	0	_		_
DAN	daily	37.897	9800	1981-06-10	6	0	_		_
DAN	daily	37.897	9800	1981-06-11	6	0	_		_
DAN	daily	37.897	9800	1981-06-12	6	0	_		_
DAN	daily	37.897	9800	1981-06-13	6	0	_		_
DAN	daily	37.897	9800	1981-06-14	6	0	_		_
DAN	daily	37.897	9800	1981-06-15	6	0	_		_
DAN	daily	37.897	9800	1981-06-16	6	0	_		_
DAN	daily	37.897	9800	1981-06-17	6	0	_		_
DAN	daily	37.897	9800	1981-06-18	6	0	_		_
DAN	daily	37.897	9800	1981-06-19	6	0	_		_
DAN	daily	37.897	9800	1981-06-20	6	0	_		_
DAN	daily	37.897	9800	1981-06-21	6	0	_		_
DAN	daily	37.897	9800	1981-06-22	6	0	_		_
DAN	daily	37.897	9800	1981-06-23	6	0	_		_
DAN	daily	37.897	9800	1981-06-24	6	0	_		_
DAN	daily	37.897	9800	1981-06-25	6	0	_		_
DAN	daily	37.897	9800	1981-06-26	6	0	_		_
DAN	daily	37.897	9800	1981-06-27	6	0	_		_
DAN	daily	37.897	9800	1981-06-28	6	0	_		_
DAN	daily	37.897	9800	1981-06-29	6	0	_		_
DAN	daily	37.897	9800	1981-06-30	6	0	_		_
DAN	daily	37.897	9800	1981-07-01	7	0	_		_
DAN	daily	37.897	9800	1981-07-02	7	0	_		_
DAN	daily	37.897	9800	1981-07-03	7	0	_		_
DAN	daily	37.897	9800	1981-07-04	7	0	_		_
DAN	daily	37.897	9800	1981-07-05	7	0	_		_
DAN	daily	37.897	9800	1981-07-06	7	0	_		_
DAN	daily	37.897	9800	1981-07-07	7	0	_		_
DAN	daily	37.897	9800	1981-07-08	7	0	_		_
DAN	daily	37.897	9800	1981-07-09	7	0	_		_
DAN	daily	37.897	9800	1981-07-10	7	0	_		_
DAN	daily	37.897	9800	1981-07-11	7	0	_		_
DAN	daily	37.897	9800	1981-07-12	7	0	_		_
DAN	daily	37.897	9800	1981-07-13	7	0	_		_
DAN	daily	37.897	9800	1981-07-14	7	0	_		_
DAN	daily	37.897	9800	1981-07-15	7	0	_		_
DAN	daily	37.897	9800	1981-07-16	7	0	_		_
DAN	daily	37.897	9800	1981-07-17	7	0	_		_
DAN	daily	37.897	9800	1981-07-18	7	0	_		_
DAN	daily	37.897	9800	1981-07-19	7	0	_		_
DAN	daily	37.897	9800	1981-07-20	7	0	_		_
DAN	daily	37.897	9800	1981-07-21	7	0	_		_
DAN	daily	37.897	9800	1981-07-22	7	0	_		_
DAN	daily	37.897	9800	1981-07-23	7	0	_		_
DAN	daily	37.897	9800	1981-07-24	7	0	_		_
DAN	daily	37.897	9800	1981-07-25	7	0	_		_
DAN	daily	37.897	9800	1981-07-26	7	0	_		_
DAN	daily	37.897	9800	1981-07-27	7	0	_		_
DAN	daily	37.897	9800	1981-07-28	7	0	_		_
DAN	daily	37.897	9800	1981-07-29	7	0	_		_
DAN	daily	37.897	9800	1981-07-30	7	0	_		_
DAN	daily	37.897	9800	1981-07-31	7	0	_		_
DAN	daily	37.897	9800	1981-08-01	8	0	_		_
DAN	daily	37.897	9800	1981-08-02	8	0	_		_
DAN	daily	37.897	9800	1981-08-03	8	0	_		_
DAN	daily	37.897	9800	1981-08-04	8	0	_		_
DAN	daily	37.897	9800	1981-08-05	8	0	_		_
DAN	daily	37.897	9800	1981-08-06	8	0	_		_
DAN	daily	37.897	9800	1981-08-07	8	0	_		_
DAN	daily	37.897	9800	1981-08-08	8	0	_		_
DAN	daily	37.897	9800	1981-08-09	8	0	_		_
DAN	daily	37.897	9800	1981-08-10	8	0	_		_
DAN	daily	37.897	9800	1981-08-11	8	0	_		_
DAN	daily	37.897	9800	1981-08-12	8	0	_		_
DAN	daily	37.897	9800	1981-08-13	8	0	_		_
DAN	daily	37.897	9800	1981-08-14	8	0	_		_
DAN	daily	37.897	9800	1981-08-15	8	0	_		_
DAN	daily	37.897	9800	1981-08-16	8	0	_		_
DAN	daily	37.897	9800	1981-08-17	8	0	_		_
DAN	daily	37.897	9800	1981-08-18	8	0	_		_
DAN	daily	37.897	9800	1981-08-19	8	0	_		_
DAN	daily	37.897	9800	1981-08-20	8	0	_		_
DAN	daily	37.897	9800	1981-08-21	8	0	_		_
DAN	daily	37.897	9800	1981-08-22	8	0	_		_
DAN	daily	37.897	9800	1981-08-23	8	0	_		_
DAN	daily	37.897	9800	1981-08-24	8	0	_		_
DAN	daily	37.897	9800	1981-08-25	8	0	_		_
DAN	daily	37.897	9800	1981-08-26	8	0	_		_
DAN	daily	37.897	9800	1981-08-27	8	0	_		_
DAN	daily	37.897	9800	1981-08-28	8	0	_		_
DAN	daily	37.897	9800	1981-08-29	8	0	_		_
DAN	daily	37.897	9800	1981-08-30	8	0	_		_
DAN	daily	37.897	9800	1981-08-31	8	0	_		_
DAN	daily	37.897	9800	1981-09-01	9	0	_		_
DAN	daily	37.897	9800	1981-09-02	9	0	_		_
DAN	daily	37.897	9800	1981-09-03	9	0	_		_
DAN	daily	37.897	9800	1981-09-04	9	0	_		_
DAN	daily	37.897	9800	1981-09-05	9	0	_		_
DAN	daily	37.897	9800	1981-09-06	9	0	_		_
DAN	daily	37.897	9800	1981-09-07	9	0	_		_
DAN	daily	37.897	9800	1981-09-08	9	0	_		_
DAN	daily	37.897	9800	1981-09-09	9	0	_		_
DAN	daily	37.897	9800	1981-09-10	9	0	_		_
DAN	daily	37.897	9800	1981-09-11	9	0	_		_
DAN	daily	37.897	9800	1981-09-12	9	0	_		_
DAN	daily	37.897	9800	1981-09-13	9	0	_		_
DAN	daily	37.897	9800	1981-09-14	9	0	_		_
DAN	daily	37.897	9800	1981-09-15	9	0	_		_
DAN	daily	37.897	9800	1981-09-16	9	0	_		_
DAN	daily	37.897	9800	1981-09-17	9	0	_		_
DAN	daily	37.897	9800	1981-09-18	9	0	_		_
DAN	daily	37.897	9800	1981-09-19	9	0	_		_
DAN	daily	37.897	9800	1981-09-20	9	0	_		_
DAN	daily	37.897	9800	1981-09-21	9	0	_		_
DAN	daily	37.897	9800	1981-09-22	9	0	_		_
DAN	daily	37.897	9800	1981-09-23	9	0	_		_
DAN	daily	37.897	9800	1981-09-24	9	0	_		_
DAN	daily	37.897	9800	1981-09-25	9	0	_		_
DAN	daily	37.897	9800	1981-09-26	9	0	_		_
DAN	daily	37.897	9800	1981-09-27	9	0	_		_
DAN	daily	37.897	9800	1981-09-28	9	0	_		_
DAN	daily	37.897	9800	1981-09-29	9	0	_		_
DAN	daily	37.897	9800	1981-09-30	9	0	_		_
DAN	daily	37.897	9800	1981-10-01	10	0	_		_
DAN	daily	37.897	9800	1981-10-02	10	0	_		_
DAN	daily	37.897	9800	1981-10-03	10	0	_		_
DAN	daily	37.897	9800	1981-10-04	10	0	_		_
DAN	daily	37.897	9800	1981-10-05	10	0	_		_
DAN	daily	37.897	9800	1981-10-06	10	0	_		_
DAN	daily	37.897	9800	1981-10-07	10	0	_		_
DAN	daily	37.897	9800	1981-10-08	10	0	_		_
DAN	daily	37.897	9800	1981-10-09	10	0	_		_
DAN	daily	37.897	9800	1981-10-10	10	0	_		_
DAN	daily	37.897	9800	1981-10-11	10	0	_		_
DAN	daily	37.897	9800	1981-10-12	10	0	_		_
DAN	daily	37.897	9800	1981-10-13	10	0	_		_
DAN	daily	37.897	9800	1981-10-14	10	0	_		_
DAN	daily	37.897	9800	1981-10-15	10	0	_		_
DAN	daily	37.897	9800	1981-10-16	10	0	_		_
DAN	daily	37.897	9800	1981-10-17	10	0	_		_
DAN	daily	37.897	9800	1981-10-18	10	0	_		_
DAN	daily	37.897	9800	1981-10-19	10	0	_		_
DAN	daily	37.897	9800	1981-10-20	10	0	_		_
DAN	daily	37.897	9800	1981-10-21	10	0	_		_
DAN	daily	37.897	9800	1981-10-22	10	0	_		_
DAN	daily	37.897	9800	1981-10-23	10	0	_		_
DAN	daily	37.897	9800	1981-10-24	10	0	_		_
DAN	daily	37.897	9800	1981-10-25	10	0	_		_
DAN	daily	37.897	9800	1981-10-26	10	0	_		_
DAN	daily	37.897	9800	1981-10-27	10	0	_		_
DAN	daily	37.897	9800	1981-10-28	10	0	_		_
DAN	daily	37.897	9800	1981-10-29	10	0.6	_		_
DAN	daily	37.897	9800	1981-10-30	10	3.3	_		_
DAN	daily	37.897	9800	1981-10-31	10	5.4	_		_
DAN	daily	37.897	9800	1981-11-01	11	4.8	_		_
DAN	daily	37.897	9800	1981-11-02	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-03	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-04	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-05	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-06	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-07	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-08	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-09	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-10	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-11	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-12	11	2.8	_		_
DAN	daily	37.897	9800	1981-11-13	11	4.4	_		_
DAN	daily	37.897	9800	1981-11-14	11	6.5	_		_
DAN	daily	37.897	9800	1981-11-15	11	7.1	_		_
DAN	daily	37.897	9800	1981-11-16	11	7.1	_		_
DAN	daily	37.897	9800	1981-11-17	11	7.3	_		_
DAN	daily	37.897	9800	1981-11-18	11	7.6	_		_
DAN	daily	37.897	9800	1981-11-19	11	7.6	_		_
DAN	daily	37.897	9800	1981-11-20	11	7.6	_		_
DAN	daily	37.897	9800	1981-11-21	11	7.6	_		_
DAN	daily	37.897	9800	1981-11-22	11	7.6	_		_
DAN	daily	37.897	9800	1981-11-23	11	7.6	_		_
DAN	daily	37.897	9800	1981-11-24	11	7.6	_		_
DAN	daily	37.897	9800	1981-11-25	11	8.2	_		_
DAN	daily	37.897	9800	1981-11-26	11	8.2	_		_
DAN	daily	37.897	9800	1981-11-27	11	8.7	_		_
DAN	daily	37.897	9800	1981-11-28	11	8.7	_		_
DAN	daily	37.897	9800	1981-11-29	11	8.7	_		_
DAN	daily	37.897	9800	1981-11-30	11	8.7	_		_
DAN	daily	37.897	9800	1981-12-01	12	8.7	_		_
DAN	daily	37.897	9800	1981-12-02	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-03	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-04	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-05	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-06	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-07	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-08	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-09	12	9.3	_		_
DAN	daily	37.897	9800	1981-12-10	12	9.8	_		_
DAN	daily	37.897	9800	1981-12-11	12	9.8	_		_
DAN	daily	37.897	9800	1981-12-12	12	9.8	_		_
DAN	daily	37.897	9800	1981-12-13	12	10.4	_		_
DAN	daily	37.897	9800	1981-12-14	12	10.4	_		_
DAN	daily	37.897	9800	1981-12-15	12	10.4	_		_
DAN	daily	37.897	9800	1981-12-16	12	10.4	_		_
DAN	daily	37.897	9800	1981-12-17	12	10.4	_		_
DAN	daily	37.897	9800	1981-12-18	12	10.5	_		_
DAN	daily	37.897	9800	1981-12-19	12	10.8	_		_
DAN	daily	37.897	9800	1981-12-20	12	11.4	_		_
DAN	daily	37.897	9800	1981-12-21	12	11.9	_		_
DAN	daily	37.897	9800	1981-12-22	12	11.9	_		_
DAN	daily	37.897	9800	1981-12-23	12	11.9	_		_
DAN	daily	37.897	9800	1981-12-24	12	11.9	_		_
DAN	daily	37.897	9800	1981-12-25	12	11.9	_		_
DAN	daily	37.897	9800	1981-12-26	12	11.9	_		_
DAN	daily	37.897	9800	1981-12-27	12	12.5	_		_
DAN	daily	37.897	9800	1981-12-28	12	12.5	_		_
DAN	daily	37.897	9800	1981-12-29	12	12.5	_		_
DAN	daily	37.897	9800	1981-12-30	12	14.1	_		_
DAN	daily	37.897	9800	1981-12-31	12	14.7	_		_
DAN	daily	37.897	9800	1982-01-01	1	15.5	_		_
DAN	daily	37.897	9800	1982-01-02	1	16.2	_		_
DAN	daily	37.897	9800	1982-01-03	1	16.2	_		_
DAN	daily	37.897	9800	1982-01-04	1	16.8	_		_
DAN	daily	37.897	9800	1982-01-05	1	21.7	_		_
DAN	daily	37.897	9800	1982-01-06	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-07	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-08	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-09	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-10	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-11	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-12	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-13	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-14	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-15	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-16	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-17	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-18	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-19	1	22.7	_		_
DAN	daily	37.897	9800	1982-01-20	1	23.3	_		_
DAN	daily	37.897	9800	1982-01-21	1	24.9	_		_
DAN	daily	37.897	9800	1982-01-22	1	25.5	_		_
DAN	daily	37.897	9800	1982-01-23	1	25.5	_		_
DAN	daily	37.897	9800	1982-01-24	1	25.5	_		_
DAN	daily	37.897	9800	1982-01-25	1	25.5	_		_
DAN	daily	37.897	9800	1982-01-26	1	25.5	_		_
DAN	daily	37.897	9800	1982-01-27	1	26	_		_
DAN	daily	37.897	9800	1982-01-28	1	26.6	_		_
DAN	daily	37.897	9800	1982-01-29	1	26.6	_		_
DAN	daily	37.897	9800	1982-01-30	1	26.6	_		_
DAN	daily	37.897	9800	1982-01-31	1	26.6	_		_
DAN	daily	37.897	9800	1982-02-01	2	26.6	_		_
DAN	daily	37.897	9800	1982-02-02	2	26.6	_		_
DAN	daily	37.897	9800	1982-02-03	2	26.6	_		_
DAN	daily	37.897	9800	1982-02-04	2	26.6	_		_
